id,message,label
589,Reminder to submit your weekly report today,1
590,The quarterly review meeting will start at 3 PM please respond if needed,1
591,Reminder to submit your weekly report today kindly take action,1
592,Please fill out the Google form for event registration kindly take action,1
593,There will be a temporary server downtime tonight for your information,1
594,Reminder to submit your weekly report today please respond if needed,1
595,Reminder to submit your weekly report today before the deadline,1
596,Kindly register for the upcoming workshop using the link provided for your information,1
597,The client meeting has been scheduled for tomorrow at 10 AM before the deadline,1
598,Please fill out the Google form for event registration please respond if needed,1
599,Kindly confirm your attendance for the seminar,1
600,Important update regarding the project deadline for your information,1
601,Please complete the compliance training before Friday before the deadline,1
602,Important update regarding the project deadline,1
603,Important update regarding the project deadline kindly take action,1
604,Kindly confirm your attendance for the seminar before the deadline,1
605,Security update: all users must reset their passwords for your information,1
606,Kindly confirm your attendance for the seminar please respond if needed,1
607,Reminder to submit your weekly report today before the deadline,1
608,Reminder to submit your weekly report today kindly take action,1
609,Please complete the compliance training before Friday before the deadline,1
610,Submit the required documents for verification before the deadline,1
611,There will be a temporary server downtime tonight for your information,1
612,Office will remain closed tomorrow due to maintenance kindly take action,1
613,Kindly confirm your attendance for the seminar please respond if needed,1
614,Training session on the new platform begins tomorrow please respond if needed,1
615,Security update: all users must reset their passwords for your information,1
616,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
617,Please review the attached document before the meeting kindly take action,1
618,Training session on the new platform begins tomorrow for your information,1
619,Training session on the new platform begins tomorrow for your information,1
620,There will be a temporary server downtime tonight please respond if needed,1
621,Reminder to submit your weekly report today,1
622,Kindly register for the upcoming workshop using the link provided before the deadline,1
623,Security update: all users must reset their passwords kindly take action,1
624,Kindly confirm your attendance for the seminar,1
625,Kindly confirm your attendance for the seminar for your information,1
626,Reminder that the system maintenance will occur tonight before the deadline,1
627,Office will remain closed tomorrow due to maintenance for your information,1
628,Please review the attached document before the meeting please respond if needed,1
629,There will be a temporary server downtime tonight please respond if needed,1
630,Reminder that the system maintenance will occur tonight for your information,1
631,Submit the required documents for verification kindly take action,1
632,Please complete the compliance training before Friday before the deadline,1
633,Training session on the new platform begins tomorrow for your information,1
634,The quarterly review meeting will start at 3 PM,1
635,Kindly confirm your attendance for the seminar kindly take action,1
636,Kindly confirm your attendance for the seminar before the deadline,1
637,There will be a temporary server downtime tonight kindly take action,1
638,The quarterly review meeting will start at 3 PM for your information,1
639,Kindly confirm your attendance for the seminar before the deadline,1
640,Please review the attached document before the meeting before the deadline,1
641,Reminder that the system maintenance will occur tonight please respond if needed,1
642,The quarterly review meeting will start at 3 PM kindly take action,1
643,The client meeting has been scheduled for tomorrow at 10 AM,1
644,There will be a temporary server downtime tonight,1
645,Submit the required documents for verification,1
646,Reminder to submit your weekly report today please respond if needed,1
647,Training session on the new platform begins tomorrow kindly take action,1
648,Office will remain closed tomorrow due to maintenance,1
649,Please review the attached document before the meeting kindly take action,1
650,Submit the required documents for verification,1
651,Important update regarding the project deadline kindly take action,1
652,Please complete the compliance training before Friday for your information,1
653,Kindly register for the upcoming workshop using the link provided please respond if needed,1
654,Please fill out the Google form for event registration for your information,1
655,Security update: all users must reset their passwords please respond if needed,1
656,Kindly register for the upcoming workshop using the link provided please respond if needed,1
657,Reminder that the system maintenance will occur tonight before the deadline,1
658,Kindly confirm your attendance for the seminar for your information,1
659,Security update: all users must reset their passwords please respond if needed,1
660,Reminder to submit your weekly report today before the deadline,1
661,Kindly register for the upcoming workshop using the link provided please respond if needed,1
662,Reminder to submit your weekly report today kindly take action,1
663,Reminder to submit your weekly report today kindly take action,1
664,The quarterly review meeting will start at 3 PM,1
665,Office will remain closed tomorrow due to maintenance for your information,1
666,Office will remain closed tomorrow due to maintenance kindly take action,1
667,The quarterly review meeting will start at 3 PM before the deadline,1
668,Kindly register for the upcoming workshop using the link provided,1
669,Reminder to submit your weekly report today kindly take action,1
670,Security update: all users must reset their passwords kindly take action,1
671,The quarterly review meeting will start at 3 PM for your information,1
672,Training session on the new platform begins tomorrow kindly take action,1
673,Reminder to submit your weekly report today kindly take action,1
674,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
675,Kindly confirm your attendance for the seminar for your information,1
676,Reminder that the system maintenance will occur tonight please respond if needed,1
677,There will be a temporary server downtime tonight before the deadline,1
678,Please complete the compliance training before Friday before the deadline,1
679,Important update regarding the project deadline kindly take action,1
680,Please review the attached document before the meeting for your information,1
681,Important update regarding the project deadline,1
682,Security update: all users must reset their passwords,1
683,Office will remain closed tomorrow due to maintenance before the deadline,1
684,Training session on the new platform begins tomorrow for your information,1
685,Kindly confirm your attendance for the seminar kindly take action,1
686,Submit the required documents for verification please respond if needed,1
687,Security update: all users must reset their passwords kindly take action,1
688,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
689,Security update: all users must reset their passwords kindly take action,1
690,The quarterly review meeting will start at 3 PM please respond if needed,1
691,The quarterly review meeting will start at 3 PM,1
692,Office will remain closed tomorrow due to maintenance,1
693,Important update regarding the project deadline for your information,1
694,Please review the attached document before the meeting before the deadline,1
695,Please complete the compliance training before Friday please respond if needed,1
696,Reminder that the system maintenance will occur tonight kindly take action,1
697,Please complete the compliance training before Friday for your information,1
698,Kindly register for the upcoming workshop using the link provided please respond if needed,1
699,Kindly register for the upcoming workshop using the link provided before the deadline,1
700,Office will remain closed tomorrow due to maintenance kindly take action,1
701,Please fill out the Google form for event registration before the deadline,1
702,Office will remain closed tomorrow due to maintenance kindly take action,1
703,Kindly confirm your attendance for the seminar please respond if needed,1
704,Important update regarding the project deadline for your information,1
705,Submit the required documents for verification kindly take action,1
706,Training session on the new platform begins tomorrow kindly take action,1
707,Submit the required documents for verification,1
708,Reminder to submit your weekly report today,1
709,Kindly register for the upcoming workshop using the link provided please respond if needed,1
710,Kindly confirm your attendance for the seminar for your information,1
711,Kindly confirm your attendance for the seminar before the deadline,1
712,Please complete the compliance training before Friday,1
713,Submit the required documents for verification for your information,1
714,Please review the attached document before the meeting kindly take action,1
715,Please fill out the Google form for event registration,1
716,Reminder to submit your weekly report today kindly take action,1
717,The quarterly review meeting will start at 3 PM kindly take action,1
718,Security update: all users must reset their passwords for your information,1
719,Kindly confirm your attendance for the seminar kindly take action,1
720,Reminder that the system maintenance will occur tonight please respond if needed,1
721,Reminder to submit your weekly report today,1
722,Security update: all users must reset their passwords before the deadline,1
723,Please complete the compliance training before Friday before the deadline,1
724,The client meeting has been scheduled for tomorrow at 10 AM,1
725,The quarterly review meeting will start at 3 PM for your information,1
726,Office will remain closed tomorrow due to maintenance kindly take action,1
727,The quarterly review meeting will start at 3 PM for your information,1
728,Reminder that the system maintenance will occur tonight please respond if needed,1
729,Please review the attached document before the meeting,1
730,Important update regarding the project deadline for your information,1
731,Reminder that the system maintenance will occur tonight,1
732,The client meeting has been scheduled for tomorrow at 10 AM before the deadline,1
733,Kindly register for the upcoming workshop using the link provided for your information,1
734,Reminder to submit your weekly report today kindly take action,1
735,The quarterly review meeting will start at 3 PM before the deadline,1
736,There will be a temporary server downtime tonight before the deadline,1
737,Training session on the new platform begins tomorrow please respond if needed,1
738,Office will remain closed tomorrow due to maintenance for your information,1
739,The quarterly review meeting will start at 3 PM,1
740,Kindly confirm your attendance for the seminar for your information,1
741,Security update: all users must reset their passwords for your information,1
742,Important update regarding the project deadline,1
743,Training session on the new platform begins tomorrow kindly take action,1
744,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
745,Reminder to submit your weekly report today please respond if needed,1
746,Kindly confirm your attendance for the seminar kindly take action,1
747,Reminder that the system maintenance will occur tonight kindly take action,1
748,Please fill out the Google form for event registration kindly take action,1
749,Please review the attached document before the meeting for your information,1
750,Important update regarding the project deadline please respond if needed,1
751,Reminder that the system maintenance will occur tonight for your information,1
752,Reminder that the system maintenance will occur tonight please respond if needed,1
753,The quarterly review meeting will start at 3 PM before the deadline,1
754,Please review the attached document before the meeting,1
755,Submit the required documents for verification kindly take action,1
756,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
757,Submit the required documents for verification before the deadline,1
758,The client meeting has been scheduled for tomorrow at 10 AM,1
759,Kindly confirm your attendance for the seminar before the deadline,1
760,The client meeting has been scheduled for tomorrow at 10 AM before the deadline,1
761,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
762,Please complete the compliance training before Friday please respond if needed,1
763,Submit the required documents for verification before the deadline,1
764,Please review the attached document before the meeting kindly take action,1
765,Kindly confirm your attendance for the seminar please respond if needed,1
766,Kindly register for the upcoming workshop using the link provided before the deadline,1
767,Important update regarding the project deadline please respond if needed,1
768,Reminder that the system maintenance will occur tonight,1
769,Kindly register for the upcoming workshop using the link provided,1
770,Please complete the compliance training before Friday please respond if needed,1
771,Security update: all users must reset their passwords kindly take action,1
772,Please review the attached document before the meeting please respond if needed,1
773,Important update regarding the project deadline,1
774,Kindly register for the upcoming workshop using the link provided for your information,1
775,Please fill out the Google form for event registration,1
776,Training session on the new platform begins tomorrow,1
777,Reminder to submit your weekly report today for your information,1
778,Submit the required documents for verification kindly take action,1
779,Please fill out the Google form for event registration before the deadline,1
780,Reminder that the system maintenance will occur tonight for your information,1
781,Please fill out the Google form for event registration please respond if needed,1
782,Security update: all users must reset their passwords,1
783,Training session on the new platform begins tomorrow before the deadline,1
784,Important update regarding the project deadline for your information,1
785,The quarterly review meeting will start at 3 PM,1
786,Please review the attached document before the meeting for your information,1
787,Kindly confirm your attendance for the seminar for your information,1
788,There will be a temporary server downtime tonight,1
789,Reminder to submit your weekly report today for your information,1
790,Reminder that the system maintenance will occur tonight,1
791,Please complete the compliance training before Friday before the deadline,1
792,Kindly register for the upcoming workshop using the link provided,1
793,Kindly register for the upcoming workshop using the link provided kindly take action,1
794,Security update: all users must reset their passwords before the deadline,1
795,Please fill out the Google form for event registration kindly take action,1
796,There will be a temporary server downtime tonight before the deadline,1
797,Please fill out the Google form for event registration kindly take action,1
798,Reminder to submit your weekly report today before the deadline,1
799,Security update: all users must reset their passwords for your information,1
800,Reminder that the system maintenance will occur tonight,1
801,Kindly confirm your attendance for the seminar before the deadline,1
802,Training session on the new platform begins tomorrow please respond if needed,1
803,There will be a temporary server downtime tonight for your information,1
804,Office will remain closed tomorrow due to maintenance please respond if needed,1
805,There will be a temporary server downtime tonight kindly take action,1
806,Kindly confirm your attendance for the seminar for your information,1
807,There will be a temporary server downtime tonight for your information,1
808,Training session on the new platform begins tomorrow,1
809,Please complete the compliance training before Friday for your information,1
810,Please complete the compliance training before Friday kindly take action,1
811,Please complete the compliance training before Friday please respond if needed,1
812,The quarterly review meeting will start at 3 PM for your information,1
813,Reminder that the system maintenance will occur tonight,1
814,Kindly confirm your attendance for the seminar,1
815,Reminder that the system maintenance will occur tonight for your information,1
816,Reminder that the system maintenance will occur tonight kindly take action,1
817,Submit the required documents for verification please respond if needed,1
818,Please fill out the Google form for event registration,1
819,Security update: all users must reset their passwords before the deadline,1
820,Please fill out the Google form for event registration kindly take action,1
821,The quarterly review meeting will start at 3 PM,1
822,There will be a temporary server downtime tonight kindly take action,1
823,Kindly confirm your attendance for the seminar for your information,1
824,Kindly confirm your attendance for the seminar,1
825,Important update regarding the project deadline before the deadline,1
826,Important update regarding the project deadline kindly take action,1
827,Reminder that the system maintenance will occur tonight before the deadline,1
828,Please fill out the Google form for event registration please respond if needed,1
829,Kindly register for the upcoming workshop using the link provided for your information,1
830,The client meeting has been scheduled for tomorrow at 10 AM,1
831,Please complete the compliance training before Friday before the deadline,1
832,Please complete the compliance training before Friday,1
833,Submit the required documents for verification kindly take action,1
834,Security update: all users must reset their passwords please respond if needed,1
835,Submit the required documents for verification for your information,1
836,Kindly confirm your attendance for the seminar before the deadline,1
837,Submit the required documents for verification before the deadline,1
838,Security update: all users must reset their passwords before the deadline,1
839,Please review the attached document before the meeting before the deadline,1
840,Office will remain closed tomorrow due to maintenance kindly take action,1
841,Please review the attached document before the meeting please respond if needed,1
842,Important update regarding the project deadline kindly take action,1
843,Office will remain closed tomorrow due to maintenance kindly take action,1
844,Please complete the compliance training before Friday,1
845,Kindly register for the upcoming workshop using the link provided please respond if needed,1
846,Security update: all users must reset their passwords for your information,1
847,Reminder that the system maintenance will occur tonight please respond if needed,1
848,Training session on the new platform begins tomorrow,1
849,Reminder that the system maintenance will occur tonight before the deadline,1
850,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
851,There will be a temporary server downtime tonight for your information,1
852,Please complete the compliance training before Friday please respond if needed,1
853,Please complete the compliance training before Friday kindly take action,1
854,Training session on the new platform begins tomorrow kindly take action,1
855,Submit the required documents for verification before the deadline,1
856,Security update: all users must reset their passwords,1
857,Office will remain closed tomorrow due to maintenance,1
858,Kindly register for the upcoming workshop using the link provided please respond if needed,1
859,Submit the required documents for verification before the deadline,1
860,Please review the attached document before the meeting,1
861,Important update regarding the project deadline for your information,1
862,The quarterly review meeting will start at 3 PM for your information,1
863,Reminder to submit your weekly report today before the deadline,1
864,Reminder to submit your weekly report today for your information,1
865,Important update regarding the project deadline please respond if needed,1
866,Submit the required documents for verification before the deadline,1
867,Reminder that the system maintenance will occur tonight kindly take action,1
868,There will be a temporary server downtime tonight,1
869,Important update regarding the project deadline before the deadline,1
870,Reminder to submit your weekly report today before the deadline,1
871,The quarterly review meeting will start at 3 PM kindly take action,1
872,Please review the attached document before the meeting please respond if needed,1
873,There will be a temporary server downtime tonight before the deadline,1
874,Please review the attached document before the meeting,1
875,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
876,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
877,Submit the required documents for verification kindly take action,1
878,Important update regarding the project deadline kindly take action,1
879,Reminder that the system maintenance will occur tonight,1
880,Reminder to submit your weekly report today for your information,1
881,Kindly register for the upcoming workshop using the link provided please respond if needed,1
882,There will be a temporary server downtime tonight before the deadline,1
883,Training session on the new platform begins tomorrow please respond if needed,1
884,Please fill out the Google form for event registration before the deadline,1
885,Kindly confirm your attendance for the seminar kindly take action,1
886,Reminder that the system maintenance will occur tonight for your information,1
887,Kindly confirm your attendance for the seminar,1
888,There will be a temporary server downtime tonight,1
889,Reminder to submit your weekly report today,1
890,Kindly confirm your attendance for the seminar kindly take action,1
891,Security update: all users must reset their passwords for your information,1
892,Security update: all users must reset their passwords for your information,1
893,Training session on the new platform begins tomorrow for your information,1
894,Important update regarding the project deadline,1
895,There will be a temporary server downtime tonight,1
896,Please complete the compliance training before Friday please respond if needed,1
897,Submit the required documents for verification before the deadline,1
898,Reminder to submit your weekly report today kindly take action,1
899,Reminder that the system maintenance will occur tonight for your information,1
900,Kindly confirm your attendance for the seminar,1
901,The client meeting has been scheduled for tomorrow at 10 AM for your information,1
902,Security update: all users must reset their passwords for your information,1
903,Please fill out the Google form for event registration,1
904,There will be a temporary server downtime tonight kindly take action,1
905,Training session on the new platform begins tomorrow kindly take action,1
906,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
907,Submit the required documents for verification please respond if needed,1
908,Reminder that the system maintenance will occur tonight before the deadline,1
909,The quarterly review meeting will start at 3 PM,1
910,Please fill out the Google form for event registration before the deadline,1
911,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
912,Please complete the compliance training before Friday please respond if needed,1
913,The client meeting has been scheduled for tomorrow at 10 AM,1
914,Kindly register for the upcoming workshop using the link provided kindly take action,1
915,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
916,Security update: all users must reset their passwords please respond if needed,1
917,Submit the required documents for verification,1
918,Kindly register for the upcoming workshop using the link provided for your information,1
919,Reminder to submit your weekly report today before the deadline,1
920,Submit the required documents for verification before the deadline,1
921,Reminder to submit your weekly report today before the deadline,1
922,The quarterly review meeting will start at 3 PM before the deadline,1
923,Please complete the compliance training before Friday kindly take action,1
924,Kindly register for the upcoming workshop using the link provided for your information,1
925,Reminder that the system maintenance will occur tonight for your information,1
926,Reminder to submit your weekly report today kindly take action,1
927,Submit the required documents for verification kindly take action,1
928,Security update: all users must reset their passwords,1
929,Please complete the compliance training before Friday before the deadline,1
930,Reminder that the system maintenance will occur tonight kindly take action,1
931,Reminder to submit your weekly report today for your information,1
932,Please review the attached document before the meeting,1
933,Please complete the compliance training before Friday kindly take action,1
934,Reminder that the system maintenance will occur tonight,1
935,Security update: all users must reset their passwords before the deadline,1
936,Please fill out the Google form for event registration for your information,1
937,Reminder to submit your weekly report today before the deadline,1
938,Please fill out the Google form for event registration,1
939,Reminder to submit your weekly report today before the deadline,1
940,The quarterly review meeting will start at 3 PM please respond if needed,1
941,Please complete the compliance training before Friday before the deadline,1
942,Reminder to submit your weekly report today before the deadline,1
943,Kindly register for the upcoming workshop using the link provided,1
944,Reminder to submit your weekly report today,1
945,Submit the required documents for verification kindly take action,1
946,Training session on the new platform begins tomorrow,1
947,Please fill out the Google form for event registration please respond if needed,1
948,Please review the attached document before the meeting please respond if needed,1
949,Training session on the new platform begins tomorrow for your information,1
950,Reminder to submit your weekly report today before the deadline,1
951,Please fill out the Google form for event registration before the deadline,1
952,Kindly register for the upcoming workshop using the link provided kindly take action,1
953,Please complete the compliance training before Friday kindly take action,1
954,There will be a temporary server downtime tonight for your information,1
955,Submit the required documents for verification kindly take action,1
956,The quarterly review meeting will start at 3 PM before the deadline,1
957,Please review the attached document before the meeting kindly take action,1
958,Reminder that the system maintenance will occur tonight kindly take action,1
959,Reminder that the system maintenance will occur tonight before the deadline,1
960,The quarterly review meeting will start at 3 PM for your information,1
961,Important update regarding the project deadline kindly take action,1
962,Training session on the new platform begins tomorrow before the deadline,1
963,Kindly confirm your attendance for the seminar please respond if needed,1
964,Please complete the compliance training before Friday,1
965,Security update: all users must reset their passwords please respond if needed,1
966,Office will remain closed tomorrow due to maintenance kindly take action,1
967,Important update regarding the project deadline for your information,1
968,Kindly register for the upcoming workshop using the link provided before the deadline,1
969,Training session on the new platform begins tomorrow,1
970,Important update regarding the project deadline before the deadline,1
971,There will be a temporary server downtime tonight kindly take action,1
972,Kindly confirm your attendance for the seminar please respond if needed,1
973,The quarterly review meeting will start at 3 PM before the deadline,1
974,Reminder that the system maintenance will occur tonight for your information,1
975,Please fill out the Google form for event registration kindly take action,1
976,Please review the attached document before the meeting kindly take action,1
977,Important update regarding the project deadline please respond if needed,1
978,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
979,Submit the required documents for verification for your information,1
980,The client meeting has been scheduled for tomorrow at 10 AM please respond if needed,1
981,Kindly register for the upcoming workshop using the link provided please respond if needed,1
982,Reminder that the system maintenance will occur tonight kindly take action,1
983,Kindly confirm your attendance for the seminar,1
984,Please fill out the Google form for event registration before the deadline,1
985,Kindly confirm your attendance for the seminar before the deadline,1
986,Please review the attached document before the meeting kindly take action,1
987,Office will remain closed tomorrow due to maintenance before the deadline,1
988,Kindly register for the upcoming workshop using the link provided before the deadline,1
989,There will be a temporary server downtime tonight please respond if needed,1
990,Kindly register for the upcoming workshop using the link provided please respond if needed,1
991,Kindly confirm your attendance for the seminar before the deadline,1
992,Submit the required documents for verification please respond if needed,1
993,Training session on the new platform begins tomorrow for your information,1
994,Please review the attached document before the meeting for your information,1
995,Please complete the compliance training before Friday please respond if needed,1
996,Reminder to submit your weekly report today before the deadline,1
997,Important update regarding the project deadline for your information,1
998,The client meeting has been scheduled for tomorrow at 10 AM before the deadline,1
999,The client meeting has been scheduled for tomorrow at 10 AM kindly take action,1
1000,Submit the required documents for verification for your information,1
1001,Thanks for informing thanks,0
1002,Noted thank you will update,0
1003,Okay thanks okay,0
1004,Will review soon noted,0
1005,Will review soon okay,0
1006,I will look into it will update,0
1007,Got it thanks,0
1008,Okay noted thanks,0
1009,Will review soon will update,0
1010,Will do noted,0
1011,Okay got it thanks okay,0
1012,Okay noted noted,0
1013,I will look into it,0
1014,Sure thanks will update,0
1015,Okay noted,0
1016,Received the message,0
1017,Will review soon thanks,0
1018,Received the message okay,0
1019,Thanks for informing will update,0
1020,Will do okay,0
1021,Thanks for the update thanks,0
1022,Okay noted okay,0
1023,Thanks for informing noted,0
1024,Thanks for informing,0
1025,Got it,0
1026,Got it will update,0
1027,Noted thank you thanks,0
1028,Got it,0
1029,Noted thank you thanks,0
1030,Okay got it thanks noted,0
1031,Thanks for informing,0
1032,Okay noted noted,0
1033,Will review soon thanks,0
1034,Will do,0
1035,Received the message okay,0
1036,Sure thanks thanks,0
1037,Will review soon okay,0
1038,Okay thanks will update,0
1039,Okay got it thanks,0
1040,Okay got it thanks noted,0
1041,Sure I will check thanks,0
1042,I will look into it will update,0
1043,I will look into it okay,0
1044,Thanks for the update noted,0
1045,Sure I will check noted,0
1046,Thanks for the update,0
1047,Sure I will check okay,0
1048,Understood will update,0
1049,Okay thanks,0
1050,Thanks for the update okay,0
1051,Thanks I will handle it will update,0
1052,Okay got it thanks will update,0
1053,Thanks I will handle it thanks,0
1054,Sure thanks thanks,0
1055,Received the message okay,0
1056,Okay got it thanks will update,0
1057,Noted thank you thanks,0
1058,Thanks I will handle it okay,0
1059,Will do,0
1060,I will look into it noted,0
1061,Thanks for the update will update,0
1062,I will look into it will update,0
1063,Will review soon will update,0
1064,I will look into it,0
1065,Got it okay,0
1066,Okay got it thanks okay,0
1067,Noted thank you noted,0
1068,Sure thanks,0
1069,Noted thank you,0
1070,Noted thank you thanks,0
1071,Sure thanks,0
1072,Will review soon will update,0
1073,Sure thanks noted,0
1074,Will do,0
1075,Noted thank you will update,0
1076,Noted thank you thanks,0
1077,Okay noted okay,0
1078,Sure thanks okay,0
1079,Understood thanks,0
1080,Will review soon thanks,0
1081,Thanks for the update okay,0
1082,Okay got it thanks noted,0
1083,Sure I will check,0
1084,Will review soon thanks,0
1085,Thanks for informing,0
1086,Noted thank you noted,0
1087,I will look into it okay,0
1088,Okay noted will update,0
1089,Okay thanks noted,0
1090,Okay got it thanks thanks,0
1091,Received the message noted,0
1092,Okay noted,0
1093,Okay noted noted,0
1094,Received the message,0
1095,Will review soon noted,0
1096,Got it okay,0
1097,Sure thanks okay,0
1098,Thanks for informing okay,0
1099,Noted thank you thanks,0
1100,Okay thanks okay,0
1101,Noted thank you will update,0
1102,Received the message,0
1103,Sure thanks okay,0
1104,Thanks for the update okay,0
1105,Thanks I will handle it thanks,0
1106,I will look into it noted,0
1107,Noted thank you,0
1108,Thanks for the update noted,0
1109,Understood noted,0
1110,Received the message okay,0
1111,Thanks I will handle it okay,0
1112,Will do okay,0
1113,Noted thank you okay,0
1114,Okay got it thanks noted,0
1115,Thanks I will handle it okay,0
1116,Received the message,0
1117,Thanks for the update okay,0
1118,Noted thank you will update,0
1119,Will review soon thanks,0
1120,Okay got it thanks thanks,0
1121,Okay noted will update,0
1122,Understood okay,0
1123,Okay got it thanks thanks,0
1124,Thanks for the update thanks,0
1125,Will review soon noted,0
1126,Noted thank you okay,0
1127,Thanks I will handle it,0
1128,Thanks I will handle it thanks,0
1129,Understood okay,0
1130,Noted thank you noted,0
1131,Okay thanks,0
1132,Thanks I will handle it thanks,0
1133,I will look into it noted,0
1134,Got it noted,0
1135,Understood noted,0
1136,Sure I will check,0
1137,Okay got it thanks thanks,0
1138,Okay thanks will update,0
1139,Got it will update,0
1140,Thanks for the update noted,0
1141,Will review soon noted,0
1142,Sure thanks okay,0
1143,Sure I will check will update,0
1144,Received the message okay,0
1145,Sure I will check,0
1146,Will do,0
1147,Okay thanks thanks,0
1148,Thanks for informing okay,0
1149,Thanks for the update noted,0
1150,Understood noted,0
1151,Sure thanks,0
1152,I will look into it will update,0
1153,Received the message noted,0
1154,Okay noted thanks,0
1155,Sure thanks thanks,0
1156,Will review soon noted,0
1157,I will look into it thanks,0
1158,Thanks for the update thanks,0
1159,Will review soon thanks,0
1160,Sure I will check okay,0
1161,Okay got it thanks noted,0
1162,I will look into it will update,0
1163,Noted thank you okay,0
1164,Will review soon will update,0
1165,Will do will update,0
1166,Thanks for informing,0
1167,Thanks for the update noted,0
1168,Got it okay,0
1169,I will look into it okay,0
1170,Will review soon okay,0
1171,Okay noted will update,0
1172,Thanks for the update thanks,0
1173,Noted thank you,0
1174,Okay thanks okay,0
1175,Understood will update,0
1176,Noted thank you thanks,0
1177,Thanks for informing will update,0
1178,Understood will update,0
1179,Will do thanks,0
1180,Got it will update,0
1181,Thanks for informing,0
1182,Okay noted,0
1183,I will look into it thanks,0
1184,Received the message thanks,0
1185,Will do noted,0
1186,Thanks for informing thanks,0
1187,Noted thank you will update,0
1188,Thanks for informing noted,0
1189,Okay noted,0
1190,Received the message thanks,0
1191,Understood will update,0
1192,Received the message thanks,0
1193,Understood noted,0
1194,Thanks I will handle it will update,0
1195,Thanks for the update will update,0
1196,Understood thanks,0
1197,Thanks I will handle it will update,0
1198,Will do thanks,0
1199,Understood will update,0
1200,Sure thanks will update,0
1201,Noted thank you will update,0
1202,Okay got it thanks,0
1203,Thanks for the update,0
1204,Understood will update,0
1205,Received the message thanks,0
1206,Will review soon will update,0
1207,Got it will update,0
1208,Understood,0
1209,Okay thanks will update,0
1210,Received the message noted,0
1211,Okay thanks thanks,0
1212,Will review soon okay,0
1213,Received the message okay,0
1214,Thanks for the update,0
1215,Will do okay,0
1216,Got it okay,0
1217,Okay thanks thanks,0
1218,Noted thank you will update,0
1219,Will do noted,0
1220,Okay noted noted,0
1221,Sure thanks noted,0
1222,Got it thanks,0
1223,Will review soon noted,0
1224,I will look into it will update,0
1225,Thanks for the update noted,0
1226,Sure I will check okay,0
1227,Thanks for the update noted,0
1228,Okay thanks thanks,0
1229,Will do,0
1230,Okay got it thanks noted,0
1231,Got it will update,0
1232,Got it thanks,0
1233,Okay noted thanks,0
1234,Okay noted noted,0
1235,Thanks for informing will update,0
1236,Sure thanks noted,0
1237,Sure I will check thanks,0
1238,Okay thanks will update,0
1239,Okay thanks okay,0
1240,Thanks for informing noted,0
1241,Okay thanks,0
1242,Thanks for the update okay,0
1243,I will look into it okay,0
1244,Sure I will check thanks,0
1245,Thanks I will handle it noted,0
1246,Okay got it thanks,0
1247,Received the message okay,0
1248,Thanks I will handle it okay,0
1249,Received the message will update,0
1250,Okay got it thanks,0
1251,Got it thanks,0
1252,Thanks for informing noted,0
1253,Sure thanks noted,0
1254,Will review soon okay,0
1255,Noted thank you,0
1256,Got it,0
1257,Thanks I will handle it will update,0
1258,Sure I will check noted,0
1259,I will look into it noted,0
1260,Thanks for the update okay,0
1261,I will look into it okay,0
1262,Will review soon will update,0
1263,Received the message will update,0
1264,Understood will update,0
1265,Thanks for the update thanks,0
1266,Thanks for the update okay,0
1267,Noted thank you noted,0
1268,I will look into it noted,0
1269,Will review soon thanks,0
1270,Sure I will check will update,0
1271,I will look into it okay,0
1272,I will look into it,0
1273,Okay got it thanks,0
1274,Will do noted,0
1275,Will review soon okay,0
1276,I will look into it okay,0
1277,Will do will update,0
1278,Thanks for informing will update,0
1279,Will do noted,0
1280,Thanks for informing will update,0
1281,Noted thank you thanks,0
1282,Got it will update,0
1283,Sure thanks noted,0
1284,Thanks I will handle it noted,0
1285,I will look into it will update,0
1286,I will look into it okay,0
1287,Sure thanks will update,0
1288,Received the message okay,0
1289,Okay noted,0
1290,Noted thank you noted,0
1291,Understood,0
1292,Got it will update,0
1293,Received the message,0
1294,Thanks I will handle it okay,0
1295,Received the message will update,0
1296,Thanks I will handle it thanks,0
1297,Sure thanks,0
1298,Thanks I will handle it okay,0
1299,Will do will update,0
1300,Understood will update,0
1301,Will review soon okay,0
1302,Will do thanks,0
1303,Okay got it thanks will update,0
1304,Sure thanks,0
1305,Sure I will check,0
1306,Okay thanks noted,0
1307,Got it thanks,0
1308,Got it thanks,0
1309,Got it will update,0
1310,Will review soon will update,0
1311,Thanks for informing okay,0
1312,Okay noted,0
1313,Sure thanks thanks,0
1314,I will look into it thanks,0
1315,I will look into it noted,0
1316,Understood okay,0
1317,I will look into it okay,0
